relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load,cooling_load,heating_cost,predicted_heating,cost,savings,savings_pct,error
0.9,563.5,318.5,122.5,7.0,5,0.25,4,33.28,33.16,3.9936,33.28,3.99,-1.32,-49.19,0.0
0.86,588.0,294.0,147.0,7.0,2,0.25,4,29.47,29.45,3.5363999999999995,29.47,3.54,-0.86,-32.11,0.0
0.86,588.0,294.0,147.0,7.0,3,0.25,4,28.42,34.19,3.4104,28.42,3.41,-0.73,-27.4,0.0
0.86,588.0,294.0,147.0,7.0,4,0.25,4,29.08,33.93,3.4896,29.08,3.49,-0.81,-30.36,0.0
0.86,588.0,294.0,147.0,7.0,5,0.25,4,29.88,28.31,3.5856,29.88,3.59,-0.91,-33.95,0.0
0.82,612.5,318.5,147.0,7.0,2,0.25,4,25.66,26.3,3.0791999999999997,25.66,3.08,-0.4,-15.03,0.0
0.82,612.5,318.5,147.0,7.0,3,0.25,4,24.96,29.43,2.9952,24.96,3.0,-0.32,-11.89,0.0
0.82,612.5,318.5,147.0,7.0,4,0.25,4,25.43,28.76,3.0515999999999996,25.43,3.05,-0.37,-14.0,0.0
0.82,612.5,318.5,147.0,7.0,5,0.25,4,26.0,27.34,3.12,26.0,3.12,-0.44,-16.55,0.0
0.79,637.0,343.0,147.0,7.0,2,0.25,4,40.0,36.26,4.8,40.0,4.8,-2.12,-79.31,0.0
0.79,637.0,343.0,147.0,7.0,3,0.25,4,38.84,45.48,4.6608,38.84,4.66,-1.98,-74.11,0.0
0.79,637.0,343.0,147.0,7.0,4,0.25,4,38.33,44.16,4.5996,38.33,4.6,-1.92,-71.83,0.0
0.79,637.0,343.0,147.0,7.0,5,0.25,4,40.12,37.26,4.814399999999999,40.12,4.81,-2.14,-79.85,0.0
0.76,661.5,416.5,122.5,7.0,2,0.25,4,36.95,37.2,4.434,36.95,4.43,-1.76,-65.64,0.0
0.76,661.5,416.5,122.5,7.0,3,0.25,4,36.45,36.76,4.3740000000000006,36.45,4.37,-1.7,-63.4,0.0
0.76,661.5,416.5,122.5,7.0,4,0.25,4,36.81,37.05,4.4172,36.81,4.42,-1.74,-65.01,0.0
0.76,661.5,416.5,122.5,7.0,5,0.25,4,36.26,37.51,4.3511999999999995,36.26,4.35,-1.67,-62.55,0.0
0.74,686.0,245.0,220.5,3.5,2,0.25,4,12.32,14.92,1.4784,12.32,1.48,1.2,44.77,0.0
0.74,686.0,245.0,220.5,3.5,3,0.25,4,12.3,15.24,1.476,12.3,1.48,1.2,44.86,0.0
0.74,686.0,245.0,220.5,3.5,4,0.25,4,12.18,15.03,1.4616,12.18,1.46,1.22,45.4,0.0
0.74,686.0,245.0,220.5,3.5,5,0.25,4,12.43,15.35,1.4915999999999998,12.43,1.49,1.19,44.28,0.0
0.71,710.5,269.5,220.5,3.5,2,0.25,4,12.36,14.67,1.4831999999999999,12.36,1.48,1.19,44.59,0.0
0.71,710.5,269.5,220.5,3.5,3,0.25,4,12.49,15.09,1.4988,12.49,1.5,1.18,44.01,0.0
0.71,710.5,269.5,220.5,3.5,4,0.25,4,12.17,15.2,1.4604,12.17,1.46,1.22,45.44,0.0
0.71,710.5,269.5,220.5,3.5,5,0.25,4,12.28,15.64,1.4735999999999998,12.28,1.47,1.2,44.95,0.0
0.69,735.0,294.0,220.5,3.5,2,0.25,4,12.91,15.37,1.5492,12.91,1.55,1.13,42.13,0.0
0.69,735.0,294.0,220.5,3.5,3,0.25,4,12.95,15.73,1.5539999999999998,12.95,1.55,1.12,41.95,0.0
0.69,735.0,294.0,220.5,3.5,4,0.25,4,12.67,15.83,1.5204,12.67,1.52,1.16,43.2,0.0
0.69,735.0,294.0,220.5,3.5,5,0.25,4,12.86,16.13,1.5432,12.86,1.54,1.13,42.35,0.0
0.66,759.5,318.5,220.5,3.5,2,0.25,4,12.95,15.95,1.5539999999999998,12.95,1.55,1.12,41.95,0.0
0.66,759.5,318.5,220.5,3.5,3,0.25,4,13.0,15.59,1.56,13.0,1.56,1.12,41.72,0.0
0.66,759.5,318.5,220.5,3.5,4,0.25,4,12.86,16.17,1.5432,12.86,1.54,1.13,42.35,0.0
0.66,759.5,318.5,220.5,3.5,5,0.25,4,12.92,16.14,1.5504,12.92,1.55,1.13,42.08,0.0
0.64,784.0,343.0,220.5,3.5,2,0.25,4,16.99,19.65,2.0387999999999997,16.99,2.04,0.64,23.84,0.0
0.64,784.0,343.0,220.5,3.5,3,0.25,4,16.69,19.76,2.0028,16.69,2.0,0.67,25.18,0.0
0.64,784.0,343.0,220.5,3.5,4,0.25,4,16.56,20.37,1.9871999999999999,16.56,1.99,0.69,25.76,0.0
0.64,784.0,343.0,220.5,3.5,5,0.25,4,16.62,19.9,1.9944,16.62,1.99,0.68,25.49,0.0
0.62,808.5,367.5,220.5,3.5,2,0.25,4,14.33,15.41,1.7196,14.33,1.72,0.96,35.76,0.0
0.62,808.5,367.5,220.5,3.5,3,0.25,4,14.61,15.56,1.7531999999999999,14.61,1.75,0.92,34.51,0.0
0.62,808.5,367.5,220.5,3.5,4,0.25,4,14.61,15.07,1.7531999999999999,14.61,1.75,0.92,34.51,0.0
0.62,808.5,367.5,220.5,3.5,5,0.25,4,14.65,15.38,1.758,14.65,1.76,0.92,34.33,0.0
0.98,514.5,294.0,110.25,7.0,2,0.25,5,28.69,29.53,3.4428,28.69,3.44,-0.77,-28.61,0.0
0.98,514.5,294.0,110.25,7.0,3,0.25,5,28.58,29.77,3.4295999999999998,28.58,3.43,-0.75,-28.12,0.0
0.98,514.5,294.0,110.25,7.0,4,0.25,5,28.15,30.0,3.3779999999999997,28.15,3.38,-0.7,-26.19,0.0
0.98,514.5,294.0,110.25,7.0,5,0.25,5,28.61,30.2,3.4332,28.61,3.43,-0.76,-28.25,0.0
0.9,563.5,318.5,122.5,7.0,2,0.25,5,33.13,32.25,3.9756,33.13,3.98,-1.3,-48.52,0.0
0.9,563.5,318.5,122.5,7.0,3,0.25,5,32.31,32.0,3.8772,32.31,3.88,-1.2,-44.84,0.0
0.9,563.5,318.5,122.5,7.0,4,0.25,5,31.53,37.19,3.7836,31.53,3.78,-1.11,-41.34,0.0
0.9,563.5,318.5,122.5,7.0,5,0.25,5,32.46,35.62,3.8952,32.46,3.9,-1.22,-45.51,0.0
0.86,588.0,294.0,147.0,7.0,2,0.25,5,29.71,28.02,3.5652,29.71,3.57,-0.89,-33.19,0.0
0.86,588.0,294.0,147.0,7.0,3,0.25,5,29.09,29.43,3.4907999999999997,29.09,3.49,-0.81,-30.41,0.0
0.86,588.0,294.0,147.0,7.0,4,0.25,5,28.31,34.15,3.3971999999999998,28.31,3.4,-0.72,-26.91,0.0
0.86,588.0,294.0,147.0,7.0,5,0.25,5,29.39,33.47,3.5268,29.39,3.53,-0.85,-31.75,0.0
0.82,612.5,318.5,147.0,7.0,2,0.25,5,25.7,26.53,3.0839999999999996,25.7,3.08,-0.41,-15.21,0.0
0.82,612.5,318.5,147.0,7.0,3,0.25,5,25.17,26.08,3.0204,25.17,3.02,-0.34,-12.83,0.0
0.82,612.5,318.5,147.0,7.0,4,0.25,5,24.6,29.31,2.952,24.6,2.95,-0.28,-10.28,0.0
0.82,612.5,318.5,147.0,7.0,5,0.25,5,25.49,28.14,3.0587999999999997,25.49,3.06,-0.38,-14.27,0.0
0.79,637.0,343.0,147.0,7.0,2,0.25,5,39.89,37.54,4.7867999999999995,39.89,4.79,-2.11,-78.82,0.0
0.79,637.0,343.0,147.0,7.0,3,0.25,5,39.83,36.66,4.779599999999999,39.83,4.78,-2.1,-78.55,0.0
0.79,637.0,343.0,147.0,7.0,4,0.25,5,39.01,45.28,4.6812,39.01,4.68,-2.0,-74.88,0.0
0.79,637.0,343.0,147.0,7.0,5,0.25,5,38.65,43.73,4.638,38.65,4.64,-1.96,-73.26,0.0
0.76,661.5,416.5,122.5,7.0,2,0.25,5,35.69,36.93,4.2828,35.69,4.28,-1.61,-59.99,0.0
0.76,661.5,416.5,122.5,7.0,3,0.25,5,36.64,37.01,4.3968,36.64,4.4,-1.72,-64.25,0.0
0.76,661.5,416.5,122.5,7.0,4,0.25,5,36.06,35.73,4.3272,36.06,4.33,-1.65,-61.65,0.0
0.76,661.5,416.5,122.5,7.0,5,0.25,5,36.7,36.15,4.404,36.7,4.4,-1.73,-64.52,0.0
0.74,686.0,245.0,220.5,3.5,2,0.25,5,12.12,14.48,1.4544,12.12,1.45,1.22,45.67,0.0
0.74,686.0,245.0,220.5,3.5,3,0.25,5,11.67,14.58,1.4003999999999999,11.67,1.4,1.28,47.69,0.0
0.74,686.0,245.0,220.5,3.5,4,0.25,5,11.64,14.81,1.3968,11.64,1.4,1.28,47.82,0.0
0.74,686.0,245.0,220.5,3.5,5,0.25,5,12.02,14.03,1.4424,12.02,1.44,1.23,46.12,0.0
0.71,710.5,269.5,220.5,3.5,2,0.25,5,12.27,15.27,1.4724,12.27,1.47,1.2,45.0,0.0
0.71,710.5,269.5,220.5,3.5,3,0.25,5,12.19,14.71,1.4627999999999999,12.19,1.46,1.21,45.35,0.0
0.71,710.5,269.5,220.5,3.5,4,0.25,5,12.25,15.23,1.47,12.25,1.47,1.21,45.08,0.0
0.71,710.5,269.5,220.5,3.5,5,0.25,5,12.27,14.97,1.4724,12.27,1.47,1.2,45.0,0.0
0.69,735.0,294.0,220.5,3.5,2,0.25,5,12.47,15.14,1.4964,12.47,1.5,1.18,44.1,0.0
0.69,735.0,294.0,220.5,3.5,3,0.25,5,12.12,14.97,1.4544,12.12,1.45,1.22,45.67,0.0
0.69,735.0,294.0,220.5,3.5,4,0.25,5,12.18,15.22,1.4616,12.18,1.46,1.22,45.4,0.0
0.69,735.0,294.0,220.5,3.5,5,0.25,5,12.47,14.6,1.4964,12.47,1.5,1.18,44.1,0.0
0.66,759.5,318.5,220.5,3.5,2,0.25,5,12.93,15.83,1.5515999999999999,12.93,1.55,1.13,42.04,0.0
0.66,759.5,318.5,220.5,3.5,3,0.25,5,12.82,16.03,1.5384,12.82,1.54,1.14,42.53,0.0
0.66,759.5,318.5,220.5,3.5,4,0.25,5,12.78,15.8,1.5335999999999999,12.78,1.53,1.14,42.71,0.0
0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.02,16.06,1.5623999999999998,13.02,1.56,1.11,41.63,0.0
0.64,784.0,343.0,220.5,3.5,2,0.25,5,16.73,20.13,2.0076,16.73,2.01,0.67,25.0,0.0
0.64,784.0,343.0,220.5,3.5,3,0.25,5,16.86,20.01,2.0231999999999997,16.86,2.02,0.65,24.42,0.0
0.64,784.0,343.0,220.5,3.5,4,0.25,5,16.76,20.19,2.0112,16.76,2.01,0.67,24.87,0.0
0.64,784.0,343.0,220.5,3.5,5,0.25,5,16.92,20.29,2.0304,16.92,2.03,0.65,24.15,0.0
0.62,808.5,367.5,220.5,3.5,2,0.25,5,13.68,15.19,1.6416,13.68,1.64,1.04,38.67,0.0
0.62,808.5,367.5,220.5,3.5,3,0.25,5,13.99,14.61,1.6788,13.99,1.68,1.0,37.28,0.0
0.62,808.5,367.5,220.5,3.5,4,0.25,5,14.16,14.61,1.6992,14.16,1.7,0.98,36.52,0.0
0.62,808.5,367.5,220.5,3.5,5,0.25,5,13.86,14.75,1.6631999999999998,13.86,1.66,1.01,37.87,0.0
0.98,514.5,294.0,110.25,7.0,2,0.4,1,32.26,33.37,3.8711999999999995,32.26,3.87,-1.19,-44.62,0.0
0.98,514.5,294.0,110.25,7.0,3,0.4,1,32.26,33.34,3.8711999999999995,32.26,3.87,-1.19,-44.62,0.0
0.98,514.5,294.0,110.25,7.0,4,0.4,1,32.49,32.83,3.8988,32.49,3.9,-1.22,-45.65,0.0
0.98,514.5,294.0,110.25,7.0,5,0.4,1,32.53,33.04,3.9036,32.53,3.9,-1.23,-45.83,0.0
0.9,563.5,318.5,122.5,7.0,2,0.4,1,36.47,39.28,4.376399999999999,36.47,4.38,-1.7,-63.49,0.0
0.9,563.5,318.5,122.5,7.0,3,0.4,1,37.24,36.38,4.4688,37.24,4.47,-1.79,-66.94,0.0
0.9,563.5,318.5,122.5,7.0,4,0.4,1,36.66,35.92,4.3991999999999996,36.66,4.4,-1.72,-64.34,0.0
0.9,563.5,318.5,122.5,7.0,5,0.4,1,35.96,40.99,4.3152,35.96,4.32,-1.64,-61.2,0.0
0.86,588.0,294.0,147.0,7.0,2,0.4,1,31.89,35.99,3.8268,31.89,3.83,-1.15,-42.96,0.0
0.86,588.0,294.0,147.0,7.0,3,0.4,1,32.39,30.66,3.8868,32.39,3.89,-1.21,-45.2,0.0
0.86,588.0,294.0,147.0,7.0,4,0.4,1,32.09,31.7,3.8508000000000004,32.09,3.85,-1.17,-43.85,0.0
0.86,588.0,294.0,147.0,7.0,5,0.4,1,31.29,36.73,3.7548,31.29,3.75,-1.08,-40.27,0.0
0.82,612.5,318.5,147.0,7.0,2,0.4,1,29.22,31.71,3.5063999999999997,29.22,3.51,-0.83,-30.99,0.0
0.82,612.5,318.5,147.0,7.0,3,0.4,1,29.91,29.13,3.5892,29.91,3.59,-0.91,-34.08,0.0
0.82,612.5,318.5,147.0,7.0,4,0.4,1,29.53,28.99,3.5436,29.53,3.54,-0.87,-32.38,0.0
0.82,612.5,318.5,147.0,7.0,5,0.4,1,28.65,33.54,3.4379999999999997,28.65,3.44,-0.76,-28.43,0.0
0.79,637.0,343.0,147.0,7.0,2,0.4,1,41.4,45.29,4.968,41.4,4.97,-2.29,-85.59,0.0
0.79,637.0,343.0,147.0,7.0,3,0.4,1,42.62,39.07,5.1144,42.62,5.11,-2.44,-91.06,0.0
0.79,637.0,343.0,147.0,7.0,4,0.4,1,42.5,38.35,5.1,42.5,5.1,-2.42,-90.52,0.0
0.79,637.0,343.0,147.0,7.0,5,0.4,1,41.67,46.94,5.0004,41.67,5.0,-2.32,-86.8,0.0
0.76,661.5,416.5,122.5,7.0,2,0.4,1,40.78,39.55,4.8936,40.78,4.89,-2.22,-82.81,0.0
0.76,661.5,416.5,122.5,7.0,3,0.4,1,39.97,40.85,4.796399999999999,39.97,4.8,-2.12,-79.18,0.0
0.76,661.5,416.5,122.5,7.0,4,0.4,1,40.71,40.63,4.8852,40.71,4.89,-2.21,-82.5,0.0
0.76,661.5,416.5,122.5,7.0,5,0.4,1,40.43,39.48,4.8515999999999995,40.43,4.85,-2.17,-81.24,0.0
0.74,686.0,245.0,220.5,3.5,2,0.4,1,14.52,16.94,1.7424,14.52,1.74,0.93,34.91,0.0
0.74,686.0,245.0,220.5,3.5,3,0.4,1,14.61,17.25,1.7531999999999999,14.61,1.75,0.92,34.51,0.0
0.74,686.0,245.0,220.5,3.5,4,0.4,1,14.5,17.03,1.74,14.5,1.74,0.94,35.0,0.0
0.74,686.0,245.0,220.5,3.5,5,0.4,1,14.55,17.25,1.746,14.55,1.75,0.93,34.77,0.0
0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.51,17.1,1.7411999999999999,14.51,1.74,0.94,34.95,0.0
0.71,710.5,269.5,220.5,3.5,3,0.4,1,14.6,17.51,1.752,14.6,1.75,0.92,34.55,0.0
0.71,710.5,269.5,220.5,3.5,4,0.4,1,14.5,17.12,1.74,14.5,1.74,0.94,35.0,0.0
0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58,17.47,1.7496,14.58,1.75,0.93,34.64,0.0
0.69,735.0,294.0,220.5,3.5,2,0.4,1,14.51,16.5,1.7411999999999999,14.51,1.74,0.94,34.95,0.0
0.69,735.0,294.0,220.5,3.5,3,0.4,1,14.7,17.0,1.7639999999999998,14.7,1.76,0.91,34.1,0.0
0.69,735.0,294.0,220.5,3.5,4,0.4,1,14.42,16.87,1.7304,14.42,1.73,0.95,35.36,0.0
0.69,735.0,294.0,220.5,3.5,5,0.4,1,14.42,17.2,1.7304,14.42,1.73,0.95,35.36,0.0
0.66,759.5,318.5,220.5,3.5,2,0.4,1,15.23,18.14,1.8276,15.23,1.83,0.85,31.73,0.0
0.66,759.5,318.5,220.5,3.5,3,0.4,1,15.23,18.03,1.8276,15.23,1.83,0.85,31.73,0.0
0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23,18.14,1.8276,15.23,1.83,0.85,31.73,0.0
0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23,17.95,1.8276,15.23,1.83,0.85,31.73,0.0
0.64,784.0,343.0,220.5,3.5,2,0.4,1,19.52,22.72,2.3424,19.52,2.34,0.33,12.49,0.0
0.64,784.0,343.0,220.5,3.5,3,0.4,1,19.36,22.73,2.3232,19.36,2.32,0.35,13.21,0.0
0.64,784.0,343.0,220.5,3.5,4,0.4,1,19.48,22.72,2.3376,19.48,2.34,0.34,12.67,0.0
0.64,784.0,343.0,220.5,3.5,5,0.4,1,19.42,22.53,2.3304,19.42,2.33,0.35,12.94,0.0
0.62,808.5,367.5,220.5,3.5,2,0.4,1,15.09,17.2,1.8108,15.09,1.81,0.87,32.35,0.0
0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.17,17.21,2.0604,17.17,2.06,0.62,23.03,0.0
0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.14,17.15,2.0568,17.14,2.06,0.62,23.16,0.0
0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14,17.2,2.0568,17.14,2.06,0.62,23.16,0.0
0.98,514.5,294.0,110.25,7.0,2,0.4,2,32.82,32.96,3.9383999999999997,32.82,3.94,-1.26,-47.13,0.0
0.98,514.5,294.0,110.25,7.0,3,0.4,2,32.71,33.13,3.9252,32.71,3.93,-1.25,-46.63,0.0
0.98,514.5,294.0,110.25,7.0,4,0.4,2,32.24,33.94,3.8688000000000002,32.24,3.87,-1.19,-44.53,0.0
0.98,514.5,294.0,110.25,7.0,5,0.4,2,32.72,33.78,3.9263999999999997,32.72,3.93,-1.25,-46.68,0.0
0.9,563.5,318.5,122.5,7.0,2,0.4,2,35.84,38.35,4.300800000000001,35.84,4.3,-1.62,-60.67,0.0
0.9,563.5,318.5,122.5,7.0,3,0.4,2,36.57,35.39,4.3884,36.57,4.39,-1.71,-63.94,0.0
0.9,563.5,318.5,122.5,7.0,4,0.4,2,36.06,34.94,4.3272,36.06,4.33,-1.65,-61.65,0.0
0.9,563.5,318.5,122.5,7.0,5,0.4,2,35.69,40.66,4.2828,35.69,4.28,-1.61,-59.99,0.0
0.86,588.0,294.0,147.0,7.0,2,0.4,2,32.48,35.48,3.8975999999999993,32.48,3.9,-1.22,-45.6,0.0
0.86,588.0,294.0,147.0,7.0,3,0.4,2,32.74,30.53,3.9288000000000003,32.74,3.93,-1.25,-46.77,0.0
0.86,588.0,294.0,147.0,7.0,4,0.4,2,32.13,32.28,3.8556000000000004,32.13,3.86,-1.18,-44.03,0.0
0.86,588.0,294.0,147.0,7.0,5,0.4,2,31.64,36.86,3.7967999999999997,31.64,3.8,-1.12,-41.84,0.0
0.82,612.5,318.5,147.0,7.0,2,0.4,2,28.95,30.34,3.4739999999999998,28.95,3.47,-0.8,-29.78,0.0
0.82,612.5,318.5,147.0,7.0,3,0.4,2,29.49,27.93,3.5387999999999997,29.49,3.54,-0.86,-32.2,0.0
0.82,612.5,318.5,147.0,7.0,4,0.4,2,28.64,28.95,3.4368,28.64,3.44,-0.76,-28.39,0.0
0.82,612.5,318.5,147.0,7.0,5,0.4,2,28.01,32.92,3.3612,28.01,3.36,-0.68,-25.56,0.0
0.79,637.0,343.0,147.0,7.0,2,0.4,2,41.64,45.59,4.9967999999999995,41.64,5.0,-2.32,-86.67,0.0
0.79,637.0,343.0,147.0,7.0,3,0.4,2,43.1,39.41,5.172,43.1,5.17,-2.5,-93.21,0.0
0.79,637.0,343.0,147.0,7.0,4,0.4,2,42.74,38.84,5.1288,42.74,5.13,-2.45,-91.6,0.0
0.79,637.0,343.0,147.0,7.0,5,0.4,2,41.92,48.03,5.0304,41.92,5.03,-2.35,-87.92,0.0
0.76,661.5,416.5,122.5,7.0,2,0.4,2,40.78,39.48,4.8936,40.78,4.89,-2.22,-82.81,0.0
0.76,661.5,416.5,122.5,7.0,3,0.4,2,40.15,40.4,4.818,40.15,4.82,-2.14,-79.99,0.0
0.76,661.5,416.5,122.5,7.0,4,0.4,2,40.57,40.47,4.8684,40.57,4.87,-2.19,-81.87,0.0
0.76,661.5,416.5,122.5,7.0,5,0.4,2,40.42,39.7,4.8504,40.42,4.85,-2.17,-81.2,0.0
0.74,686.0,245.0,220.5,3.5,2,0.4,2,14.54,16.43,1.7448,14.54,1.74,0.93,34.82,0.0
0.74,686.0,245.0,220.5,3.5,3,0.4,2,14.45,16.93,1.7339999999999998,14.45,1.73,0.94,35.22,0.0
0.74,686.0,245.0,220.5,3.5,4,0.4,2,14.18,16.99,1.7016,14.18,1.7,0.98,36.43,0.0
0.74,686.0,245.0,220.5,3.5,5,0.4,2,14.5,17.03,1.74,14.5,1.74,0.94,35.0,0.0
0.71,710.5,269.5,220.5,3.5,2,0.4,2,14.7,16.77,1.7639999999999998,14.7,1.76,0.91,34.1,0.0
0.71,710.5,269.5,220.5,3.5,3,0.4,2,14.66,17.37,1.7591999999999999,14.66,1.76,0.92,34.28,0.0
0.71,710.5,269.5,220.5,3.5,4,0.4,2,14.4,17.27,1.728,14.4,1.73,0.95,35.45,0.0
0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71,17.51,1.7652,14.71,1.77,0.91,34.06,0.0
0.69,735.0,294.0,220.5,3.5,2,0.4,2,14.75,16.44,1.77,14.75,1.77,0.91,33.88,0.0
0.69,735.0,294.0,220.5,3.5,3,0.4,2,14.71,17.01,1.7652,14.71,1.77,0.91,34.06,0.0
0.69,735.0,294.0,220.5,3.5,4,0.4,2,14.33,17.23,1.7196,14.33,1.72,0.96,35.76,0.0
0.69,735.0,294.0,220.5,3.5,5,0.4,2,14.62,17.22,1.7543999999999997,14.62,1.75,0.92,34.46,0.0
0.66,759.5,318.5,220.5,3.5,2,0.4,2,15.34,17.85,1.8408,15.34,1.84,0.84,31.23,0.0
0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.29,17.89,1.8347999999999998,15.29,1.83,0.84,31.46,0.0
0.66,759.5,318.5,220.5,3.5,4,0.4,2,15.09,18.36,1.8108,15.09,1.81,0.87,32.35,0.0
0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.3,18.15,1.836,15.3,1.84,0.84,31.41,0.0
0.64,784.0,343.0,220.5,3.5,2,0.4,2,19.2,21.72,2.304,19.2,2.3,0.37,13.93,0.0
0.64,784.0,343.0,220.5,3.5,3,0.4,2,18.88,22.07,2.2655999999999996,18.88,2.27,0.41,15.36,0.0
0.64,784.0,343.0,220.5,3.5,4,0.4,2,18.9,22.09,2.268,18.9,2.27,0.41,15.27,0.0
0.64,784.0,343.0,220.5,3.5,5,0.4,2,19.12,21.93,2.2944,19.12,2.29,0.38,14.29,0.0
0.62,808.5,367.5,220.5,3.5,2,0.4,2,16.76,17.36,2.0112,16.76,2.01,0.67,24.87,0.0
0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.23,17.38,2.0676,17.23,2.07,0.61,22.76,0.0
0.62,808.5,367.5,220.5,3.5,4,0.4,2,17.26,16.86,2.0712,17.26,2.07,0.61,22.63,0.0
0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15,16.99,2.058,17.15,2.06,0.62,23.12,0.0
0.98,514.5,294.0,110.25,7.0,2,0.4,3,32.82,32.78,3.9383999999999997,32.82,3.94,-1.26,-47.13,0.0
0.98,514.5,294.0,110.25,7.0,3,0.4,3,32.69,33.24,3.9227999999999996,32.69,3.92,-1.25,-46.54,0.0
0.98,514.5,294.0,110.25,7.0,4,0.4,3,32.23,33.86,3.8675999999999995,32.23,3.87,-1.19,-44.48,0.0
0.98,514.5,294.0,110.25,7.0,5,0.4,3,32.75,34.0,3.9299999999999997,32.75,3.93,-1.25,-46.81,0.0
0.9,563.5,318.5,122.5,7.0,2,0.4,3,34.24,37.26,4.1088000000000005,34.24,4.11,-1.43,-53.49,0.0
0.9,563.5,318.5,122.5,7.0,3,0.4,3,34.95,35.04,4.194,34.95,4.19,-1.52,-56.68,0.0
0.9,563.5,318.5,122.5,7.0,4,0.4,3,35.05,33.82,4.2059999999999995,35.05,4.21,-1.53,-57.12,0.0
0.9,563.5,318.5,122.5,7.0,5,0.4,3,34.29,33.31,4.1148,34.29,4.11,-1.44,-53.72,0.0
0.86,588.0,294.0,147.0,7.0,2,0.4,3,31.28,35.22,3.7536,31.28,3.75,-1.08,-40.22,0.0
0.86,588.0,294.0,147.0,7.0,3,0.4,3,32.12,34.7,3.8543999999999996,32.12,3.85,-1.18,-43.99,0.0
0.86,588.0,294.0,147.0,7.0,4,0.4,3,32.05,30.11,3.8459999999999996,32.05,3.85,-1.17,-43.68,0.0
0.86,588.0,294.0,147.0,7.0,5,0.4,3,31.84,31.6,3.8207999999999998,31.84,3.82,-1.14,-42.73,0.0
0.82,612.5,318.5,147.0,7.0,2,0.4,3,28.67,32.43,3.4404,28.67,3.44,-0.76,-28.52,0.0
0.82,612.5,318.5,147.0,7.0,3,0.4,3,29.67,30.65,3.5604,29.67,3.56,-0.88,-33.01,0.0
0.82,612.5,318.5,147.0,7.0,4,0.4,3,29.47,29.77,3.5363999999999995,29.47,3.54,-0.86,-32.11,0.0
0.82,612.5,318.5,147.0,7.0,5,0.4,3,28.91,29.64,3.4692,28.91,3.47,-0.79,-29.6,0.0
0.79,637.0,343.0,147.0,7.0,2,0.4,3,41.26,46.44,4.951199999999999,41.26,4.95,-2.27,-84.96,0.0
0.79,637.0,343.0,147.0,7.0,3,0.4,3,41.3,44.18,4.9559999999999995,41.3,4.96,-2.28,-85.14,0.0
0.79,637.0,343.0,147.0,7.0,4,0.4,3,42.49,38.81,5.0988,42.49,5.1,-2.42,-90.48,0.0
0.79,637.0,343.0,147.0,7.0,5,0.4,3,42.08,38.23,5.0496,42.08,5.05,-2.37,-88.64,0.0
0.76,661.5,416.5,122.5,7.0,2,0.4,3,39.32,38.17,4.7184,39.32,4.72,-2.04,-76.27,0.0
0.76,661.5,416.5,122.5,7.0,3,0.4,3,39.84,38.48,4.7808,39.84,4.78,-2.1,-78.6,0.0
0.76,661.5,416.5,122.5,7.0,4,0.4,3,38.89,39.66,4.6668,38.89,4.67,-1.99,-74.34,0.0
0.76,661.5,416.5,122.5,7.0,5,0.4,3,39.68,40.1,4.7616,39.68,4.76,-2.08,-77.88,0.0
0.74,686.0,245.0,220.5,3.5,2,0.4,3,13.97,16.08,1.6764000000000001,13.97,1.68,1.0,37.37,0.0
0.74,686.0,245.0,220.5,3.5,3,0.4,3,14.22,15.39,1.7064,14.22,1.71,0.97,36.25,0.0
0.74,686.0,245.0,220.5,3.5,4,0.4,3,14.1,16.57,1.692,14.1,1.69,0.98,36.79,0.0
0.74,686.0,245.0,220.5,3.5,5,0.4,3,13.78,16.6,1.6536,13.78,1.65,1.02,38.23,0.0
0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.07,16.11,1.6884,14.07,1.69,0.99,36.93,0.0
0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03,15.47,1.6835999999999998,14.03,1.68,0.99,37.11,0.0
0.71,710.5,269.5,220.5,3.5,4,0.4,3,13.94,16.7,1.6727999999999998,13.94,1.67,1.0,37.51,0.0
0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86,16.1,1.6631999999999998,13.86,1.66,1.01,37.87,0.0
0.69,735.0,294.0,220.5,3.5,2,0.4,3,14.32,16.35,1.7184,14.32,1.72,0.96,35.81,0.0
0.69,735.0,294.0,220.5,3.5,3,0.4,3,14.56,15.84,1.7472,14.56,1.75,0.93,34.73,0.0
